env,algo,rnn,n_episodes,n_frames,train_time,mean_return,std_return
dipoc,sac-before-proofreading,nbrc,600,28672,345.6204,596.8451,162.8793
dipoc,sac-before-proofreading,nbrc,610,29496,356.3638,602.7607,118.5830
dipoc,sac-before-proofreading,nbrc,620,30456,368.3479,684.4419,179.1274
dipoc,sac-before-proofreading,nbrc,630,31464,380.9194,693.8456,176.7585
dipoc,sac-before-proofreading,nbrc,640,32328,391.5975,610.8724,115.1307
dipoc,sac-before-proofreading,nbrc,650,33184,402.1796,606.9354,126.3392
dipoc,sac-before-proofreading,nbrc,660,33896,411.1628,707.0687,166.9041
dipoc,sac-before-proofreading,nbrc,670,34728,421.6556,651.5184,121.6367
dipoc,sac-before-proofreading,nbrc,680,35528,431.2718,666.6156,140.7857
dipoc,sac-before-proofreading,nbrc,690,36448,442.5658,660.1774,113.9497
dipoc,sac-before-proofreading,nbrc,700,37496,455.3875,747.0643,98.6490
dipoc,sac-before-proofreading,nbrc,710,38480,467.6885,773.4515,124.7558
dipoc,sac-before-proofreading,nbrc,720,39448,478.7256,769.0764,104.1180
dipoc,sac-before-proofreading,nbrc,730,40536,491.0697,789.0319,162.7940
dipoc,sac-before-proofreading,nbrc,740,41528,502.3873,851.5862,99.0276
dipoc,sac-before-proofreading,nbrc,750,42560,513.6336,824.1468,105.4066
dipoc,sac-before-proofreading,nbrc,760,43968,529.8830,844.9456,152.0112
dipoc,sac-before-proofreading,nbrc,770,45168,545.4373,775.7655,104.7477
dipoc,sac-before-proofreading,nbrc,780,46360,560.8532,854.7330,92.2336
dipoc,sac-before-proofreading,nbrc,790,47616,576.4976,860.7834,100.3908
dipoc,sac-before-proofreading,nbrc,800,49200,595.1975,924.0658,137.5640
dipoc,sac-before-proofreading,nbrc,810,50552,612.5519,919.9990,138.0377
dipoc,sac-before-proofreading,nbrc,820,52080,630.2927,870.7917,86.0813
dipoc,sac-before-proofreading,nbrc,830,53624,649.5401,900.1191,149.2762
dipoc,sac-before-proofreading,nbrc,840,55192,669.5942,977.7857,125.3483
dipoc,sac-before-proofreading,nbrc,850,57016,689.6926,964.8540,150.7275
dipoc,sac-before-proofreading,nbrc,860,58424,705.4235,1022.2450,146.6775
dipoc,sac-before-proofreading,nbrc,870,60016,725.3676,1030.0169,150.2622
dipoc,sac-before-proofreading,nbrc,880,61472,743.7008,1095.8180,186.4525
dipoc,sac-before-proofreading,nbrc,890,63008,763.3662,998.8765,101.0099
dipoc,sac-before-proofreading,nbrc,900,64720,783.4867,962.7543,165.1165
dipoc,sac-before-proofreading,nbrc,910,66432,803.1780,1078.3245,81.2562
dipoc,sac-before-proofreading,nbrc,920,67976,821.8631,832.0276,67.2441
dipoc,sac-before-proofreading,nbrc,930,69304,838.9269,949.2622,80.3569
dipoc,sac-before-proofreading,nbrc,940,70752,856.8010,988.1970,106.6661
dipoc,sac-before-proofreading,nbrc,950,72392,876.4202,870.6881,91.0936
dipoc,sac-before-proofreading,nbrc,960,74088,897.0080,1025.4354,149.5831
dipoc,sac-before-proofreading,nbrc,970,75872,918.6720,993.9710,172.0777
dipoc,sac-before-proofreading,nbrc,980,78544,950.2426,1389.9344,186.4826
dipoc,sac-before-proofreading,nbrc,990,80976,980.2562,1335.9275,266.3179
dipoc,sac-before-proofreading,nbrc,1000,83712,1013.9658,1373.1366,445.6300
dipoc,ddpg-before-proofreading,elman,1110,23000,62.6043,344.2472,57.5553
dipoc,ddpg-before-proofreading,elman,1120,23384,63.8301,273.2702,1.3706
dipoc,ddpg-before-proofreading,elman,1130,23760,64.9773,304.6059,31.4750
dipoc,ddpg-before-proofreading,elman,1140,24088,66.1443,253.7842,34.9104
dipoc,ddpg-before-proofreading,elman,1150,24408,67.1357,285.8717,24.2572
dipoc,ddpg-before-proofreading,elman,1160,24712,68.1515,286.2284,31.4356
dipoc,ddpg-before-proofreading,elman,1170,25136,69.4319,347.5177,52.0304
dipoc,ddpg-before-proofreading,elman,1180,25544,70.8411,362.4663,54.2985
dipoc,ddpg-before-proofreading,elman,1190,25944,72.0425,373.5826,65.1671
dipoc,ddpg-before-proofreading,elman,1200,26344,73.5220,347.3301,64.1870
dipoc,ddpg-before-proofreading,elman,1210,26744,74.7760,350.6546,52.8951
dipoc,ddpg-before-proofreading,elman,1220,27216,76.2725,380.8575,59.9167
dipoc,ddpg-before-proofreading,elman,1230,27696,77.8878,404.6324,49.6131
dipoc,ddpg-before-proofreading,elman,1240,28152,79.3334,391.7731,53.9771
dipoc,ddpg-before-proofreading,elman,1250,28640,81.0721,391.5908,72.8209
dipoc,ddpg-before-proofreading,elman,1260,29104,82.7351,382.5270,65.1643
dipoc,ddpg-before-proofreading,elman,1270,29584,84.4871,388.0422,76.6092
dipoc,ddpg-before-proofreading,elman,1280,30032,85.7960,412.9799,96.7166
dipoc,ddpg-before-proofreading,elman,1290,30464,87.1000,399.0365,90.9548
dipoc,ddpg-before-proofreading,elman,1300,31024,88.7134,412.5804,61.7006
dipoc,ddpg-before-proofreading,elman,1310,31544,90.2662,452.0981,110.2810
dipoc,ddpg-before-proofreading,elman,1320,32056,91.9227,415.3090,63.0337
dipoc,ddpg-before-proofreading,elman,1330,32512,93.2870,360.3468,34.3962
dipoc,ddpg-before-proofreading,elman,1340,32952,94.5572,354.1506,33.0779
dipoc,ddpg-before-proofreading,elman,1350,33352,95.7667,332.3171,44.3801
dipoc,ddpg-before-proofreading,elman,1360,33752,97.0572,341.3132,37.3602
dipoc,ddpg-before-proofreading,elman,1370,34160,98.2763,348.1748,35.9375
dipoc,ddpg-before-proofreading,elman,1380,34576,99.6354,361.9887,51.3049
dipoc,ddpg-before-proofreading,elman,1390,34992,100.8833,354.0597,33.4901
dipoc,ddpg-before-proofreading,elman,1400,35392,102.1114,348.1839,31.2157
dipoc,ddpg-before-proofreading,elman,1410,35880,103.5808,350.3696,53.2686
dipoc,ddpg-before-proofreading,elman,1420,36328,105.1560,375.1777,43.2268
dipoc,ddpg-before-proofreading,elman,1430,36848,106.8477,413.5783,125.5087
dipoc,ddpg-before-proofreading,elman,1440,37264,108.2968,362.5487,39.9862
dipoc,ddpg-before-proofreading,elman,1450,37688,109.7248,365.5012,55.0379
dipoc,ddpg-before-proofreading,elman,1460,38112,110.9603,376.6079,66.9792
dipoc,ddpg-before-proofreading,elman,1470,38584,112.3431,415.1696,133.7065
dipoc,ddpg-before-proofreading,elman,1480,39080,113.8197,397.0275,81.2351
dipoc,ddpg-before-proofreading,elman,1490,39520,115.1210,477.1775,140.6938
dipoc,ddpg-before-proofreading,elman,1500,40128,116.9374,543.2906,128.6632
dipoc,ddpg-before-proofreading,elman,1510,40712,118.6732,427.4403,158.9708
dipoc,ddpg-before-proofreading,elman,1520,41328,120.9452,569.8675,116.7551
dipoc,ddpg-before-proofreading,elman,1530,42080,123.2078,639.2806,128.7771
dipoc,ddpg-before-proofreading,elman,1540,42936,125.7624,666.1847,98.1663
dipoc,ddpg-before-proofreading,elman,1550,43608,127.8099,690.3077,136.1360
dipoc,ddpg-before-proofreading,elman,1560,44288,130.1739,576.1906,154.2263
dipoc,ddpg-before-proofreading,elman,1570,44824,131.8965,639.3121,145.5114
dipoc,ddpg-before-proofreading,elman,1580,45368,133.6704,393.9546,66.0624
dipoc,ddpg-before-proofreading,elman,1590,45808,134.9987,372.3569,38.7508
dipoc,ddpg-before-proofreading,elman,1600,46344,136.9972,374.8049,38.1020
dipoc,ddpg-before-proofreading,elman,1610,46776,138.2595,392.6866,38.7737
dipoc,ddpg-before-proofreading,elman,1620,47192,139.4774,354.0896,26.7915
dipoc,ddpg-before-proofreading,elman,1630,47656,140.8240,532.9483,57.3175
dipoc,ddpg-before-proofreading,elman,1640,48128,142.2658,363.1684,28.9298
dipoc,ddpg-before-proofreading,elman,1650,48568,143.6223,347.8013,23.5490
dipoc,ddpg-before-proofreading,elman,1660,49032,144.9577,369.0710,29.7024
dipoc,ddpg-before-proofreading,elman,1670,49432,146.1016,363.3234,29.8047
dipoc,ddpg-before-proofreading,elman,1680,49864,147.3626,387.1496,28.5285
dipoc,ddpg-before-proofreading,elman,1690,50304,148.6326,389.9252,48.7585
dipoc,ddpg-before-proofreading,elman,1700,50800,150.1365,360.4081,29.4669
dipoc,ddpg-before-proofreading,elman,1710,51208,151.3358,351.0696,31.7390
dipoc,ddpg-before-proofreading,elman,1720,51616,152.7336,378.0412,33.0685
dipoc,ddpg-before-proofreading,elman,1730,52056,154.2962,413.1228,49.2224
dipoc,ddpg-before-proofreading,elman,1740,52488,155.7689,344.9605,39.4455
dipoc,ddpg-before-proofreading,elman,1750,52920,157.2426,380.9445,36.7689
dipoc,ddpg-before-proofreading,elman,1760,53352,158.7239,366.4324,30.1447
dipoc,ddpg-before-proofreading,elman,1770,53784,160.0632,365.9932,35.1338
dipoc,ddpg-before-proofreading,elman,1780,54208,161.4027,338.9042,35.6101
dipoc,ddpg-before-proofreading,elman,1790,54624,162.7034,353.5657,33.2372
dipoc,ddpg-before-proofreading,elman,1800,55016,164.0796,323.5654,41.0291
dipoc,ddpg-before-proofreading,elman,1810,55480,165.6482,354.1150,27.7019
dipoc,ddpg-before-proofreading,elman,1820,55904,166.9507,350.8215,37.7270
dipoc,ddpg-before-proofreading,elman,1830,56360,168.6245,350.8550,37.5464
dipoc,ddpg-before-proofreading,elman,1840,56784,169.9034,360.3605,34.9960
dipoc,ddpg-before-proofreading,elman,1850,57216,171.3761,359.8328,47.3713
dipoc,ddpg-before-proofreading,elman,1860,57624,172.5690,350.9968,32.0669
dipoc,ddpg-before-proofreading,elman,1870,58072,173.8769,383.4544,47.9911
dipoc,ddpg-before-proofreading,elman,1880,58512,175.2380,377.3840,46.1483
dipoc,ddpg-before-proofreading,elman,1890,58944,176.4912,362.9437,48.0271
dipoc,ddpg-before-proofreading,elman,1900,59376,177.9693,350.6422,37.0137
dipoc,ddpg-before-proofreading,elman,1910,59856,179.7666,389.6754,52.1249
dipoc,ddpg-before-proofreading,elman,1920,60328,181.3056,395.1659,49.2066
dipoc,ddpg-before-proofreading,elman,1930,60784,182.8353,356.7649,34.3038
dipoc,ddpg-before-proofreading,elman,1940,61184,184.1965,338.0308,35.2787
dipoc,ddpg-before-proofreading,elman,1950,61592,185.4187,350.4851,37.3912
dipoc,ddpg-before-proofreading,elman,1960,62000,186.7699,341.8057,32.2360
dipoc,ddpg-before-proofreading,elman,1970,62376,187.9134,329.6367,37.5096
dipoc,ddpg-before-proofreading,elman,1980,62792,189.2034,344.5083,34.1660
dipoc,ddpg-before-proofreading,elman,1990,63216,190.4791,392.0720,50.8918
dipoc,ddpg-before-proofreading,elman,2000,63632,191.7254,344.9256,34.3459
dipoc,ddpg-before-proofreading,elman,2010,64040,192.9181,308.3626,30.3593
dipoc,ddpg-before-proofreading,elman,2020,64432,194.1943,333.3420,29.8421
dipoc,ddpg-before-proofreading,elman,2030,64840,195.4490,406.9263,56.1821
dipoc,ddpg-before-proofreading,elman,2040,65296,196.8407,354.5140,27.8691
dipoc,ddpg-before-proofreading,elman,2050,65912,198.9942,457.1377,121.7156
dipoc,ddpg-before-proofreading,elman,2060,66576,201.4317,602.3416,143.7217
dipoc,ddpg-before-proofreading,elman,2070,67344,204.0451,508.7330,97.4061
dipoc,ddpg-before-proofreading,elman,2080,67928,205.8566,375.0608,34.0796
dipoc,ddpg-before-proofreading,elman,2090,68688,208.4416,527.9118,81.5246
dipoc,ddpg-before-proofreading,elman,2100,69432,210.6015,648.1642,83.5934
dipoc,ddpg-before-proofreading,gru,1010,29424,83.5400,525.4253,126.4644
dipoc,ddpg-before-proofreading,gru,1020,29976,85.2173,450.5013,94.2501
dipoc,ddpg-before-proofreading,gru,1030,30560,86.9735,492.9473,115.9914
dipoc,ddpg-before-proofreading,gru,1040,31160,88.7752,480.9011,102.0037
dipoc,ddpg-before-proofreading,gru,1050,31704,90.4656,467.1813,100.8028
dipoc,ddpg-before-proofreading,gru,1060,32392,92.6052,546.9264,153.4124
dipoc,ddpg-before-proofreading,gru,1070,33104,94.7942,503.5713,96.6093
dipoc,ddpg-before-proofreading,gru,1080,33848,97.1725,618.3126,154.0600
dipoc,ddpg-before-proofreading,gru,1090,34576,99.7917,546.8083,109.9532
dipoc,ddpg-before-proofreading,gru,1100,35368,102.4992,587.6878,140.3112
dipoc,ddpg-before-proofreading,gru,1110,36136,104.9803,601.9831,96.4030
dipoc,ddpg-before-proofreading,gru,1120,36992,107.6813,643.7275,131.7190
dipoc,ddpg-before-proofreading,gru,1130,37872,110.7548,741.3754,123.4266
dipoc,ddpg-before-proofreading,gru,1140,38648,113.3687,623.6845,86.1515
dipoc,ddpg-before-proofreading,gru,1150,39656,116.5845,771.0440,151.8402
dipoc,ddpg-before-proofreading,gru,1160,40488,119.7765,763.1420,118.8130
dipoc,ddpg-before-proofreading,gru,1170,41376,122.5669,677.5069,157.2051
dipoc,ddpg-before-proofreading,gru,1180,42528,126.3669,719.3141,94.2515
dipoc,ddpg-before-proofreading,gru,1190,43664,130.5532,721.4771,76.9666
dipoc,ddpg-before-proofreading,gru,1200,44752,134.3245,769.6727,99.7345
dipoc,ddpg-before-proofreading,gru,1210,45712,137.8299,637.6327,79.0270
dipoc,ddpg-before-proofreading,gru,1220,46744,141.8171,673.8518,72.5456
dipoc,ddpg-before-proofreading,gru,1230,47760,145.5657,681.5946,61.3434
dipoc,ddpg-before-proofreading,gru,1240,48816,149.4671,669.1513,62.0957
dipoc,ddpg-before-proofreading,gru,1250,49848,152.8870,727.2582,73.9200
dipoc,ddpg-before-proofreading,gru,1260,50864,156.8892,695.3742,50.9858
dipoc,ddpg-before-proofreading,gru,1270,51840,160.3792,679.7395,80.9513
dipoc,ddpg-before-proofreading,gru,1280,52728,163.5830,712.3290,81.8234
dipoc,ddpg-before-proofreading,gru,1290,53576,166.2697,642.8219,62.4307
dipoc,ddpg-before-proofreading,gru,1300,54480,169.2524,739.0198,106.3138
dipoc,ddpg-before-proofreading,gru,1310,55352,171.9975,665.6848,68.0049
dipoc,ddpg-before-proofreading,gru,1320,56272,174.8354,628.5508,68.9374
dipoc,ddpg-before-proofreading,gru,1330,57048,177.6052,700.8768,105.6045
dipoc,ddpg-before-proofreading,gru,1340,57840,180.1200,681.0724,118.9227
dipoc,ddpg-before-proofreading,gru,1350,58608,182.6978,631.9617,64.6161
dipoc,ddpg-before-proofreading,gru,1360,59488,186.2081,632.3759,75.6569
dipoc,ddpg-before-proofreading,gru,1370,60328,188.9174,672.6831,85.9670
dipoc,ddpg-before-proofreading,gru,1380,61208,192.1014,694.9422,77.2492
dipoc,ddpg-before-proofreading,gru,1390,62056,195.2629,731.7846,86.7353
dipoc,ddpg-before-proofreading,gru,1400,63008,198.6167,703.9391,67.7543
dipoc,ddpg-before-proofreading,gru,1410,63992,201.7641,731.5509,76.1497
dipoc,ddpg-before-proofreading,gru,1420,65008,205.5168,773.5361,77.3951
dipoc,ddpg-before-proofreading,gru,1430,66912,212.7080,765.1188,103.0276
dipoc,ddpg-before-proofreading,gru,1440,68496,217.6790,1094.3129,244.0389
dipoc,ddpg-before-proofreading,gru,1450,69864,222.9629,1012.2693,256.4068
dipoc,ddpg-before-proofreading,gru,1460,71432,228.4031,1098.4446,215.6514
dipoc,ddpg-before-proofreading,gru,1470,73008,233.7965,987.4440,186.0291
dipoc,ddpg-before-proofreading,gru,1480,74360,238.3843,915.2041,163.4649
dipoc,ddpg-before-proofreading,gru,1490,75464,241.7708,788.7260,148.4626
dipoc,ddpg-before-proofreading,gru,1500,77240,247.8814,1258.2997,345.9264
dipoc,ddpg-before-proofreading,gru,1510,78968,254.2907,972.6437,286.5263
dipoc,ddpg-before-proofreading,gru,1520,80952,261.0267,887.9317,277.0994
dipoc,ddpg-before-proofreading,gru,1530,82616,266.6456,865.9401,216.7213
dipoc,ddpg-before-proofreading,gru,1540,83800,270.7106,841.9487,149.0818
dipoc,ddpg-before-proofreading,gru,1550,84904,274.3995,808.5628,156.9069
dipoc,ddpg-before-proofreading,gru,1560,86368,279.1721,836.9446,184.5204
dipoc,ddpg-before-proofreading,gru,1570,88000,284.2278,866.4188,181.8822
dipoc,ddpg-before-proofreading,gru,1580,89328,288.7535,981.5281,186.2110
dipoc,ddpg-before-proofreading,gru,1590,90952,294.1536,850.7413,162.1371
dipoc,ddpg-before-proofreading,gru,1600,92104,297.7913,790.4906,126.0718
dipoc,ddpg-before-proofreading,gru,1610,93432,302.3430,999.7235,197.4164
dipoc,ddpg-before-proofreading,gru,1620,94456,306.0763,845.8991,119.0419
dipoc,ddpg-before-proofreading,gru,1630,95728,310.1081,845.0945,140.5208
dipoc,ddpg-before-proofreading,gru,1640,97240,315.7128,889.1480,116.9166
dipoc,ddpg-before-proofreading,gru,1650,99112,321.9782,911.7783,111.0556
dipoc,ddpg-before-proofreading,gru,1660,100400,326.2436,846.8864,84.0216
dipoc,ddpg-before-proofreading,gru,1670,101592,329.8979,738.0487,62.1457
dipoc,ddpg-before-proofreading,gru,1680,103096,334.6068,1049.6946,199.5989
dipoc,ddpg-before-proofreading,gru,1690,104720,339.7299,896.6405,149.7547
dipoc,ddpg-before-proofreading,gru,1700,106016,343.8067,1231.8666,161.6313
dipoc,ddpg-before-proofreading,gru,1710,108144,351.1126,1097.9322,138.4206
dipoc,ddpg-before-proofreading,gru,1720,109880,356.8578,1218.2750,125.7224
dipoc,ddpg-before-proofreading,gru,1730,111960,364.4699,1451.7539,288.5674
dipoc,ddpg-before-proofreading,gru,1740,113792,370.3001,1063.0542,148.7535
dipoc,ddpg-before-proofreading,gru,1750,115680,377.5763,1069.7650,148.5469
dipoc,ddpg-before-proofreading,gru,1760,117184,382.7758,1256.7704,92.6775
dipoc,ddpg-before-proofreading,gru,1770,118584,387.2193,714.6503,73.0836
dipoc,ddpg-before-proofreading,gru,1780,119944,391.9415,1341.0623,192.8230
dipoc,ddpg-before-proofreading,gru,1790,121048,395.3760,1301.6306,181.3082
dipoc,ddpg-before-proofreading,gru,1800,123192,402.5223,884.0874,115.7900
dipoc,ddpg-before-proofreading,gru,1810,126280,413.6559,1415.8697,157.8226
dipoc,ddpg-before-proofreading,gru,1820,130952,430.3739,1858.0161,0.7540
dipoc,ddpg-before-proofreading,gru,1830,139568,460.0665,1858.5992,0.4753
dipoc,ddpg-before-proofreading,gru,1840,147096,484.8268,1858.1495,0.6072
dipoc,ddpg-before-proofreading,gru,1850,154568,510.5303,1291.5644,179.0211
dipoc,ddpg-before-proofreading,gru,1860,156832,518.5473,1139.2481,146.5273
dipoc,ddpg-before-proofreading,gru,1870,159200,526.4927,1373.8112,69.0665
dipoc,ddpg-before-proofreading,gru,1880,161144,532.8833,1595.9226,64.6268
dipoc,ddpg-before-proofreading,gru,1890,164248,544.1001,1270.9765,50.1048
dipoc,ddpg-before-proofreading,gru,1900,167360,555.1857,1858.3942,0.3674
dipoc,ddpg-before-proofreading,gru,1910,172112,571.9598,1787.6604,147.2872
dipoc,ddpg-before-proofreading,gru,1920,176720,588.0913,1858.4764,0.3470
dipoc,ddpg-before-proofreading,gru,1930,183120,609.6854,1745.6901,55.1691
dipoc,ddpg-before-proofreading,gru,1940,190392,633.4364,1858.4810,0.1629
dipoc,ddpg-before-proofreading,gru,1950,193664,643.7402,1045.1063,155.6980
dipoc,ddpg-before-proofreading,gru,1960,195136,649.4986,1088.1010,85.1425
dipoc,ddpg-before-proofreading,gru,1970,198184,659.8101,965.2786,126.4905
dipoc,ddpg-before-proofreading,gru,1980,202416,674.5142,1753.2420,229.5706
dipoc,ddpg-before-proofreading,gru,1990,208936,698.4913,1858.2866,0.2939
dipoc,ddpg-before-proofreading,gru,2000,213880,714.3175,1822.4785,13.6693
dipoc,ddpg-before-proofreading,lstm,1010,24696,74.2085,365.3537,65.7915
dipoc,ddpg-before-proofreading,lstm,1020,25168,75.8086,402.4241,73.4045
dipoc,ddpg-before-proofreading,lstm,1030,25648,77.3895,389.0292,62.6600
dipoc,ddpg-before-proofreading,lstm,1040,26248,79.6086,439.9858,86.4799
dipoc,ddpg-before-proofreading,lstm,1050,26768,81.3113,428.6633,83.5951
dipoc,ddpg-before-proofreading,lstm,1060,27224,82.8665,412.0387,75.8589
dipoc,ddpg-before-proofreading,lstm,1070,27696,84.6015,388.6379,65.3911
dipoc,ddpg-before-proofreading,lstm,1080,28200,86.2808,397.3110,71.9250
dipoc,ddpg-before-proofreading,lstm,1090,28672,88.1373,424.6703,97.2662
dipoc,ddpg-before-proofreading,lstm,1100,29184,90.0965,377.2226,52.4601
dipoc,ddpg-before-proofreading,lstm,1110,29664,91.6915,371.3309,47.6174
dipoc,ddpg-before-proofreading,lstm,1120,30128,93.2279,395.3673,41.8025
dipoc,ddpg-before-proofreading,lstm,1130,30552,94.9938,409.7465,59.8216
dipoc,ddpg-before-proofreading,lstm,1140,31016,96.9848,441.7881,100.5782
dipoc,ddpg-before-proofreading,lstm,1150,31504,98.7109,395.6770,45.0259
dipoc,ddpg-before-proofreading,lstm,1160,31944,100.4505,384.0489,44.2345
dipoc,ddpg-before-proofreading,lstm,1170,32440,102.2151,416.0958,56.1211
dipoc,ddpg-before-proofreading,lstm,1180,33024,104.5517,440.7616,138.6383
dipoc,ddpg-before-proofreading,lstm,1190,33472,106.3072,400.6165,62.7522
dipoc,ddpg-before-proofreading,lstm,1200,34016,108.0812,463.7308,110.0478
dipoc,ddpg-before-proofreading,lstm,1210,34568,110.0254,606.7015,244.3253
dipoc,ddpg-before-proofreading,lstm,1220,35368,112.9137,526.6333,171.6297
dipoc,ddpg-before-proofreading,lstm,1230,36112,115.9739,630.1498,126.1740
dipoc,ddpg-before-proofreading,lstm,1240,36920,119.3398,660.9573,142.5309
dipoc,ddpg-before-proofreading,lstm,1250,37616,121.6468,528.3501,85.5413
dipoc,ddpg-before-proofreading,lstm,1260,38440,124.5205,532.2272,104.5723
dipoc,ddpg-before-proofreading,lstm,1270,39200,127.4267,672.4029,151.8405
dipoc,ddpg-before-proofreading,lstm,1280,40080,130.8389,620.8727,143.5827
dipoc,ddpg-before-proofreading,lstm,1290,40952,133.8409,805.5095,121.4512
dipoc,ddpg-before-proofreading,lstm,1300,42080,138.1033,683.5051,120.5963
dipoc,ddpg-before-proofreading,lstm,1310,43088,141.7890,753.7949,113.6339
dipoc,ddpg-before-proofreading,lstm,1320,44200,146.3327,782.1119,102.6254
dipoc,ddpg-before-proofreading,lstm,1330,45152,149.5166,716.7868,96.8803
dipoc,ddpg-before-proofreading,lstm,1340,46112,152.8572,741.6423,115.8439
dipoc,ddpg-before-proofreading,lstm,1350,47008,155.9934,689.2311,98.2435
dipoc,ddpg-before-proofreading,lstm,1360,47792,159.3496,615.1314,88.0172
dipoc,ddpg-before-proofreading,lstm,1370,48560,162.2207,662.8405,95.5407
dipoc,ddpg-before-proofreading,lstm,1380,49456,165.4170,610.7540,63.9148
dipoc,ddpg-before-proofreading,lstm,1390,50352,169.0852,593.1928,77.9239
dipoc,ddpg-before-proofreading,lstm,1400,51240,172.0318,625.4138,112.1814
dipoc,ddpg-before-proofreading,lstm,1410,52064,174.8386,644.1609,96.1291
dipoc,ddpg-before-proofreading,lstm,1420,52832,177.3293,673.7253,108.5020
dipoc,ddpg-before-proofreading,lstm,1430,53656,180.4754,601.2265,81.9923
dipoc,ddpg-before-proofreading,lstm,1440,54568,183.6250,652.6391,109.6234
dipoc,ddpg-before-proofreading,lstm,1450,55408,186.5293,646.5362,95.4230
dipoc,ddpg-before-proofreading,lstm,1460,56216,189.7891,599.0214,93.1150
dipoc,ddpg-before-proofreading,lstm,1470,57088,193.1502,606.8951,121.4645
dipoc,ddpg-before-proofreading,lstm,1480,57824,196.2543,528.2978,81.0295
dipoc,ddpg-before-proofreading,lstm,1490,58472,198.4272,606.8703,85.7640
dipoc,ddpg-before-proofreading,lstm,1500,59240,201.0013,471.8543,56.1987
dipoc,ddpg-before-proofreading,lstm,1510,59984,203.9552,586.5322,87.7689
dipoc,ddpg-before-proofreading,lstm,1520,60752,206.8011,623.1668,59.7796
dipoc,ddpg-before-proofreading,lstm,1530,61432,209.0826,459.9798,61.1302
dipoc,ddpg-before-proofreading,lstm,1540,62024,211.1548,490.7433,57.9420
dipoc,ddpg-before-proofreading,lstm,1550,62616,213.1375,407.2323,34.5985
dipoc,ddpg-before-proofreading,lstm,1560,63248,215.3149,512.9639,48.7891
dipoc,ddpg-before-proofreading,lstm,1570,63792,217.2112,426.6326,52.9386
dipoc,ddpg-before-proofreading,lstm,1580,64432,219.8077,481.8544,64.1614
dipoc,ddpg-before-proofreading,lstm,1590,65112,222.0996,582.9513,74.8477
dipoc,ddpg-before-proofreading,lstm,1600,65784,224.3515,527.5426,61.9816
dipoc,ddpg-before-proofreading,lstm,1610,66600,227.3239,598.2330,64.3597
dipoc,ddpg-before-proofreading,lstm,1620,67432,230.1154,682.8420,66.8767
dipoc,ddpg-before-proofreading,lstm,1630,68336,233.3878,715.2966,67.2038
dipoc,ddpg-before-proofreading,lstm,1640,69248,237.0217,644.9682,63.2840
dipoc,ddpg-before-proofreading,lstm,1650,70272,240.7926,907.9211,175.4704
dipoc,ddpg-before-proofreading,lstm,1660,71496,245.0473,765.6053,159.3727
dipoc,ddpg-before-proofreading,lstm,1670,72712,249.7735,807.2539,109.8491
dipoc,ddpg-before-proofreading,lstm,1680,73872,253.6067,780.0904,116.5794
dipoc,ddpg-before-proofreading,lstm,1690,74968,258.0468,794.7551,75.3976
dipoc,ddpg-before-proofreading,lstm,1700,76112,262.0081,842.4368,123.8349
dipoc,ddpg-before-proofreading,lstm,1710,77504,267.6907,804.6018,156.4305
dipoc,ddpg-before-proofreading,lstm,1720,78912,273.0336,853.3285,118.8354
dipoc,ddpg-before-proofreading,lstm,1730,80016,277.5756,790.0666,127.2355
dipoc,ddpg-before-proofreading,lstm,1740,81024,281.2036,848.4977,96.9464
dipoc,ddpg-before-proofreading,lstm,1750,82096,285.1519,741.1168,113.8935
dipoc,ddpg-before-proofreading,lstm,1760,83264,289.3858,722.1396,126.3215
dipoc,ddpg-before-proofreading,lstm,1770,84400,293.2661,802.0729,131.2323
dipoc,ddpg-before-proofreading,lstm,1780,85512,297.3616,787.4178,95.4467
dipoc,ddpg-before-proofreading,lstm,1790,86536,301.3855,699.8930,86.2705
dipoc,ddpg-before-proofreading,lstm,1800,87432,304.8929,777.8422,99.9840
dipoc,ddpg-before-proofreading,lstm,1810,88384,308.2429,742.0496,75.2958
dipoc,ddpg-before-proofreading,lstm,1820,89472,312.3250,675.6835,88.2556
dipoc,ddpg-before-proofreading,lstm,1830,90448,315.7855,740.3948,87.4942
dipoc,ddpg-before-proofreading,lstm,1840,91432,319.3324,669.5052,54.9710
dipoc,ddpg-before-proofreading,lstm,1850,92336,322.6720,614.0857,43.2502
dipoc,ddpg-before-proofreading,lstm,1860,93168,325.4995,710.6021,59.2020
dipoc,ddpg-before-proofreading,lstm,1870,94176,329.6172,884.4783,180.2724
dipoc,ddpg-before-proofreading,lstm,1880,95736,335.4966,816.9245,72.9193
dipoc,ddpg-before-proofreading,lstm,1890,97216,340.5690,1046.0421,145.3262
dipoc,ddpg-before-proofreading,lstm,1900,98904,346.5713,1130.4298,143.6533
dipoc,ddpg-before-proofreading,lstm,1910,100704,353.7532,997.9471,250.6541
dipoc,ddpg-before-proofreading,lstm,1920,102376,360.0994,1042.1113,178.7155
dipoc,ddpg-before-proofreading,lstm,1930,103608,364.2403,840.9166,126.7110
dipoc,ddpg-before-proofreading,lstm,1940,104872,368.9594,789.3595,97.0085
dipoc,ddpg-before-proofreading,lstm,1950,106240,373.5193,1044.8919,109.2619
dipoc,ddpg-before-proofreading,lstm,1960,109328,385.3210,1805.8430,231.0854
dipoc,ddpg-before-proofreading,lstm,1970,112992,398.4520,1401.2934,199.7522
