env,algo,rnn,n_episodes,n_frames,train_time,mean_return,std_return
anm,sac-default,None,14060,525141,24102.3798,-19195.2687,710.7724
anm,sac-default,None,14070,525212,24107.3754,-19546.4266,498.3457
anmp,td3-hard_on,nbrc,440,394240,13864.3548,-111.3039,5.2127
anm,sac-default,None,14080,525357,24114.7495,-19511.2548,633.0861
anm,sac-default,None,14090,525484,24121.5516,-19431.5545,670.7339
anm,sac-default,None,14100,525635,24129.2259,-19164.5385,711.0664
anm,sac-default,None,14110,525766,24136.8603,-19471.4074,537.4262
anm,sac-default,None,14120,525907,24144.1144,-19475.0213,594.2185
anm,sac-default,None,14130,526061,24151.8727,-19529.9989,562.9190
anm,sac-default,None,14140,526166,24158.0068,-19455.5591,575.0111
anm,sac-default,None,14150,526231,24162.7680,-19678.5573,398.6561
anmp,td3-hard,None,390,390000,11310.3372,-164.5685,7.0963
anm,sac-default,None,14160,526358,24169.6014,-19402.0865,721.7896
anm,sac-default,None,14170,526427,24174.9604,-19386.8051,612.8158
anm,sac-default,None,14180,526549,24181.6366,-19552.2827,403.1803
anm,sac-default,None,14190,526634,24187.6576,-19715.0089,404.6150
anm,sac-default,None,14200,526705,24192.6842,-19541.9218,471.6261
anm,sac-default,None,14210,526802,24198.5577,-19216.0290,683.9740
anm,sac-default,None,14220,526901,24204.3382,-19543.4147,513.0581
anm,sac-default,None,14230,527008,24210.4070,-19421.7297,609.2383
anm,sac-default,None,14240,527087,24215.6383,-19249.4505,753.9272
anm,sac-default,None,14250,527257,24223.7192,-19411.9267,692.7568
anm,sac-default,None,14260,527384,24230.4084,-19263.2411,727.1304
anm,sac-default,None,14270,527497,24236.6020,-19169.6282,743.5492
anm,sac-default,None,14280,527549,24240.8721,-19452.4922,637.6305
anm,sac-default,None,14290,527660,24246.9128,-18962.2227,746.0910
anm,sac-default,None,14300,527771,24253.0032,-19444.8281,650.6564
anm,sac-default,None,14310,527880,24259.1241,-19305.8252,650.7537
anm,sac-default,None,14320,528088,24268.4380,-18762.2354,1130.7047
anm,sac-default,None,14330,528252,24276.1884,-18221.7083,1425.6435
anm,sac-default,None,14340,528389,24283.1336,-18657.1439,1278.7967
anm,sac-default,None,14350,528697,24295.4230,-18392.6873,1485.2978
anm,sac-default,None,14360,528853,24302.9859,-18467.4874,1245.0139
anm,sac-default,None,14370,529063,24312.1161,-19198.9636,740.1465
anm,sac-default,None,14380,529264,24321.0649,-19120.3774,904.4917
anm,sac-default,None,14390,529333,24325.8139,-19114.6533,953.6489
anm,sac-default,None,14400,529438,24331.7290,-18932.4168,998.0611
anm,sac-default,None,14410,529617,24339.9595,-18982.0414,715.1571
anm,sac-default,None,14420,529698,24345.2357,-19002.3571,994.6098
anm,sac-default,None,14430,529899,24354.1297,-19401.2565,627.3690
anm,sac-default,None,14440,530054,24361.6032,-19395.9482,719.2852
anm,sac-default,None,14450,530294,24371.7368,-19029.6036,766.7548
anm,sac-default,None,14460,530452,24379.3416,-19423.0558,745.8761
anm,sac-default,None,14470,530563,24385.4723,-19400.8363,678.8518
anm,sac-default,None,14480,530666,24391.3272,-19157.3844,853.8646
anm,sac-default,None,14490,530835,24399.2440,-19184.6382,1201.0505
anm,sac-default,None,14500,530993,24406.8051,-19178.9533,792.4676
anm,sac-default,None,14510,531060,24411.5610,-18919.8482,859.4512
anm,sac-default,None,14520,531280,24421.1612,-19198.2713,713.6885
anm,sac-default,None,14530,531446,24428.9370,-19222.5675,861.8707
anmp,td3-hard,None,400,400000,11594.8569,-196.6935,13.4403
anm,sac-default,None,14540,531543,24434.5239,-19211.5415,583.8395
anm,sac-default,None,14550,531674,24441.1625,-19389.5597,573.3304
anm,sac-default,None,14560,531799,24447.6140,-19314.0498,621.4290
anm,sac-default,None,14570,531920,24453.9899,-19283.6839,543.1023
anm,sac-default,None,14580,532041,24460.3045,-19470.6093,504.7709
anm,sac-default,None,14590,532199,24467.8699,-19470.8890,497.2449
anm,sac-default,None,14600,532290,24473.2056,-19133.4677,648.3523
anm,sac-default,None,14610,532393,24479.0213,-19552.6889,492.7277
anm,sac-default,None,14620,532470,24483.9428,-19378.5137,480.1998
anm,sac-default,None,14630,532584,24490.0945,-19123.2520,573.3715
anm,sac-default,None,14640,532675,24495.5129,-19283.4933,641.4755
anm,sac-default,None,14650,532801,24502.0386,-19595.1644,413.0845
anm,sac-default,None,14660,532951,24509.2391,-19505.4671,526.7242
anm,sac-default,None,14670,533074,24515.6814,-19040.1422,749.3597
anm,sac-default,None,14680,533172,24521.3166,-19323.7402,621.5260
anm,sac-default,None,14690,533251,24526.3485,-19302.9987,683.5699
anm,sac-default,None,14700,533346,24531.9356,-19295.8673,719.3265
anm,sac-default,None,14710,533443,24537.4855,-19356.2777,700.6052
anm,sac-default,None,14720,533562,24543.7454,-19536.7116,546.4637
anm,sac-default,None,14730,533626,24548.2822,-19207.3902,571.9792
anm,sac-default,None,14740,533779,24555.5969,-19081.4135,599.2081
anm,sac-default,None,14750,533887,24561.4909,-19312.5124,466.0290
anm,sac-default,None,14760,534015,24568.0605,-19300.3370,570.7951
anm,sac-default,None,14770,534173,24575.4901,-19475.4845,528.6150
anm,sac-default,None,14780,534320,24582.5556,-19178.7182,647.7812
anm,sac-default,None,14790,534418,24588.1566,-19445.7439,654.9954
anm,sac-default,None,14800,534506,24593.4351,-19077.7900,659.9671
anm,sac-default,None,14810,534603,24598.9854,-19357.3458,639.9774
anm,sac-default,None,14820,534708,24604.8495,-19232.2871,519.1358
anm,sac-default,None,14830,534832,24611.3697,-19214.4639,912.9391
anm,sac-default,None,14840,534955,24617.8046,-19092.9300,664.4873
anm,sac-default,None,14850,535049,24623.2766,-19337.3255,666.2080
anm,sac-default,None,14860,535224,24631.2594,-19407.0764,495.4733
anm,sac-default,None,14870,535372,24638.3412,-19160.0811,574.3421
anm,sac-default,None,14880,535503,24644.9246,-19176.4944,609.8962
anm,sac-default,None,14890,535647,24651.9996,-19127.5761,812.7427
anm,sac-default,None,14900,535764,24658.1152,-19391.5543,674.3583
anm,sac-default,None,14910,535873,24664.1327,-19389.4740,601.5050
anm,sac-default,None,14920,535954,24669.2382,-19141.7369,607.1304
anm,sac-default,None,14930,536088,24675.9194,-19493.2505,502.9730
anm,sac-default,None,14940,536161,24680.8519,-19621.1402,438.3214
anm,sac-default,None,14950,536284,24687.1834,-19245.3615,624.9014
anm,sac-default,None,14960,536353,24691.9126,-19284.6148,575.0817
anm,sac-default,None,14970,536453,24697.6580,-19366.5844,525.2872
anm,sac-default,None,14980,536569,24703.8340,-19512.0568,633.9741
anm,sac-default,None,14990,536689,24710.1805,-19446.7210,599.7625
anm,sac-default,None,15000,536771,24715.2817,-19280.6345,580.8653
anm,sac-default,None,15010,536937,24722.9340,-19453.1992,526.9255
anm,sac-default,None,15020,537084,24730.1114,-19404.5468,636.3185
anm,sac-default,None,15030,537173,24735.4692,-19451.5706,583.7800
anm,sac-default,None,15040,537265,24740.8661,-19527.5712,503.6913
anm,sac-default,None,15050,537347,24745.9084,-19231.0585,607.1654
anm,sac-default,None,15060,537402,24750.2194,-19461.2246,640.4786
anm,sac-default,None,15070,537493,24755.5998,-19395.1054,604.8389
anm,sac-default,None,15080,537590,24761.1987,-19400.1769,614.8378
anm,sac-default,None,15090,537709,24767.4817,-19346.7848,631.4238
anm,sac-default,None,15100,537847,24774.3657,-19530.9860,486.1425
anm,sac-default,None,15110,537937,24779.8657,-19454.4805,630.9720
anm,sac-default,None,15120,538065,24786.3418,-19543.0620,417.6531
anm,sac-default,None,15130,538168,24792.0918,-19429.1856,658.3797
anm,sac-default,None,15140,538248,24797.2320,-19303.1855,615.2140
anm,sac-default,None,15150,538309,24801.7205,-19621.5733,427.7605
anm,sac-default,None,15160,538402,24807.2791,-19344.1793,679.0231
anm,sac-default,None,15170,538551,24814.4173,-19560.4799,612.4448
anm,sac-default,None,15180,538629,24819.5480,-19273.0561,648.2303
anm,sac-default,None,15190,538778,24826.7954,-19483.9952,565.4269
anm,sac-default,None,15200,538879,24832.5227,-19333.7116,666.8208
anm,sac-default,None,15210,538955,24837.5338,-19332.4633,629.8081
anm,sac-default,None,15220,539105,24844.8153,-19551.2730,513.1236
anm,sac-default,None,15230,539315,24853.8333,-19367.3496,603.2583
anm,sac-default,None,15240,539431,24860.0220,-19330.5869,729.4418
anm,sac-default,None,15250,539557,24866.5338,-19473.3931,577.8831
anm,sac-default,None,15260,539645,24871.8508,-19628.3454,470.1595
anm,sac-default,None,15270,539743,24877.5037,-19329.1782,611.0390
anm,sac-default,None,15280,539855,24883.5748,-19334.9845,656.3540
anm,sac-default,None,15290,540001,24890.7881,-19490.0021,543.3505
anm,sac-default,None,15300,540143,24897.8193,-19603.3888,332.9889
anm,sac-default,None,15310,540272,24904.3973,-19198.4357,771.6492
anm,sac-default,None,15320,540383,24910.3800,-19449.8772,688.7460
anm,sac-default,None,15330,540502,24916.7318,-19344.8077,501.9033
anm,sac-default,None,15340,540633,24923.4722,-19594.2365,432.6128
anm,sac-default,None,15350,540805,24931.3143,-19569.2576,625.1538
anm,sac-default,None,15360,540895,24936.7546,-19389.8595,650.7152
anm,sac-default,None,15370,541004,24942.7226,-19454.0941,549.5789
anm,sac-default,None,15380,541078,24947.6755,-19480.1022,664.3557
anm,sac-default,None,15390,541187,24953.6193,-19233.1151,711.0329
anm,sac-default,None,15400,541338,24960.8153,-19442.7275,523.9766
anm,sac-default,None,15410,541412,24965.7101,-19614.5132,578.2262
anm,sac-default,None,15420,541557,24972.6808,-19422.7839,547.5425
anm,sac-default,None,15430,541687,24979.3302,-19593.5553,501.4088
anm,sac-default,None,15440,541785,24984.9968,-19548.6788,614.1117
anm,sac-default,None,15450,541899,24991.1167,-19258.5419,747.0866
anm,sac-default,None,15460,542001,24996.9337,-19784.9462,228.3918
anm,sac-default,None,15470,542095,25002.4197,-19526.0985,550.5134
anm,sac-default,None,15480,542213,25008.6875,-19644.2081,350.9121
anm,sac-default,None,15490,542378,25016.3039,-19651.7534,554.6207
anm,sac-default,None,15500,542490,25022.2926,-19427.5283,617.2405
anm,sac-default,None,15510,542608,25028.5485,-19530.2910,614.2107
anm,sac-default,None,15520,542715,25034.5016,-19566.9602,475.3756
anm,sac-default,None,15530,542822,25040.4928,-19354.1015,585.9466
anm,sac-default,None,15540,542884,25045.0318,-19527.2661,538.7208
anm,sac-default,None,15550,542958,25049.9025,-19503.7457,577.6343
anm,sac-default,None,15560,543021,25054.5618,-19624.3730,444.7869
anm,sac-default,None,15570,543087,25059.2135,-19507.0289,598.5237
anm,sac-default,None,15580,543189,25065.0173,-19747.3080,299.6693
anm,sac-default,None,15590,543291,25070.7725,-19564.9781,592.7792
anm,sac-default,None,15600,543340,25074.8206,-19540.2551,621.1634
anm,sac-default,None,15610,543445,25080.6812,-19290.7486,714.5955
anm,sac-default,None,15620,543600,25088.0146,-19526.7797,587.7885
anm,sac-default,None,15630,543738,25094.8528,-19641.5456,572.1888
anm,sac-default,None,15640,543819,25100.0518,-19508.9437,671.0119
anm,sac-default,None,15650,543968,25107.1179,-19439.0145,698.6237
anm,sac-default,None,15660,544119,25114.4582,-19495.1113,604.8352
anm,sac-default,None,15670,544196,25119.5227,-19424.2602,607.8451
anm,sac-default,None,15680,544355,25126.9432,-19692.2649,462.7706
anm,sac-default,None,15690,544457,25132.7007,-19693.2694,443.0526
anm,sac-default,None,15700,544537,25137.8026,-19374.3927,749.6015
anm,sac-default,None,15710,544614,25142.8497,-19633.8112,478.9842
anm,sac-default,None,15720,544687,25147.7015,-19704.4028,422.5027
anm,sac-default,None,15730,544792,25153.5243,-19305.3462,812.2592
anm,sac-default,None,15740,544884,25159.0428,-19541.3468,555.4648
anm,sac-default,None,15750,544971,25164.2920,-19505.0626,626.4362
anm,sac-default,None,15760,545040,25169.0719,-19417.5706,559.9399
anm,sac-default,None,15770,545128,25174.2794,-19362.4474,768.3053
anm,sac-default,None,15780,545212,25179.5512,-19274.5287,709.2531
anm,sac-default,None,15790,545309,25185.1103,-19530.2702,654.4577
anm,sac-default,None,15800,545408,25190.7734,-19407.2007,610.9115
anm,sac-default,None,15810,545455,25194.8587,-19384.0812,681.8067
anm,sac-default,None,15820,545537,25199.9965,-19426.6588,635.7553
anm,sac-default,None,15830,545597,25204.4491,-19569.5996,585.8068
anm,sac-default,None,15840,545723,25210.9319,-19340.1182,672.0083
anm,sac-default,None,15850,545832,25216.8123,-19513.3871,635.8270
anm,sac-default,None,15860,545948,25223.0386,-19440.6785,597.1080
anm,sac-default,None,15870,546066,25229.3806,-19301.9131,729.9793
anm,sac-default,None,15880,546178,25235.4539,-19315.9042,605.8202
anm,sac-default,None,15890,546254,25240.3339,-19374.8236,639.0425
anm,sac-default,None,15900,546349,25245.9154,-19612.7861,569.2761
anm,sac-default,None,15910,546430,25250.9505,-19459.2549,640.0125
anm,sac-default,None,15920,546520,25256.4641,-19555.5039,512.0756
anm,sac-default,None,15930,546634,25262.5176,-19425.7270,670.6410
anm,sac-default,None,15940,546780,25269.6011,-19725.0021,431.9378
anm,sac-default,None,15950,546849,25274.3227,-19287.3523,669.2301
anm,sac-default,None,15960,546932,25279.4934,-19610.1803,430.1465
anm,sac-default,None,15970,547008,25284.4001,-19401.6060,627.7161
anm,sac-default,None,15980,547139,25291.1061,-19369.5778,538.3039
anm,sac-default,None,15990,547235,25296.6757,-19180.4480,712.8114
anm,sac-default,None,16000,547331,25302.1940,-19546.6495,619.2922
anm,sac-default,None,16010,547427,25307.8428,-19628.1578,479.9064
anm,sac-default,None,16020,547494,25312.5321,-19352.5216,729.4382
anm,sac-default,None,16030,547560,25317.2464,-18995.3143,600.1806
anm,sac-default,None,16040,547660,25322.9925,-19484.4867,572.6439
anm,sac-default,None,16050,547827,25330.7164,-19345.2283,694.2178
anm,sac-default,None,16060,547929,25336.5609,-19521.1764,652.6803
anm,sac-default,None,16070,547968,25340.4196,-19747.0496,369.7946
anm,sac-default,None,16080,548118,25347.7523,-19603.7905,610.3413
anm,sac-default,None,16090,548197,25352.7764,-19427.8512,584.3068
anm,sac-default,None,16100,548312,25358.9199,-19634.5469,623.3076
anm,sac-default,None,16110,548416,25364.6773,-19388.7133,790.0348
anm,sac-default,None,16120,548654,25374.6773,-19517.3465,608.4226
anm,sac-default,None,16130,548769,25380.8898,-19372.8753,771.7938
anm,sac-default,None,16140,548850,25386.0328,-19451.7057,674.4125
anm,sac-default,None,16150,548994,25393.0978,-19221.5673,994.2474
anm,sac-default,None,16160,549120,25399.6280,-19109.3009,844.4021
anm,sac-default,None,16170,549198,25404.6696,-19627.2104,519.9790
anm,sac-default,None,16180,549329,25411.3470,-19427.5149,685.9052
anm,sac-default,None,16190,549510,25419.6680,-19342.0398,821.3402
anm,sac-default,None,16200,549710,25428.4244,-19204.2331,902.3792
anm,sac-default,None,16210,549893,25436.6658,-19366.3899,709.9562
anm,sac-default,None,16220,550028,25443.4730,-19547.4842,547.2310
anm,sac-default,None,16230,550121,25448.9863,-19522.0410,565.5356
anm,sac-default,None,16240,550182,25453.4354,-19090.8261,825.8489
anm,sac-default,None,16250,550250,25458.1800,-19120.1839,1019.0448
anm,sac-default,None,16260,550416,25465.9430,-19210.3459,735.9517
anm,sac-default,None,16270,550537,25472.3759,-19667.6572,403.9289
anm,sac-default,None,16280,550747,25481.5226,-18914.6698,1144.4911
anm,sac-default,None,16290,550944,25490.1761,-19475.1213,616.2474
anm,sac-default,None,16300,551098,25497.5157,-19432.1330,595.7280
anm,sac-default,None,16310,551238,25504.4821,-19335.2667,731.4087
anm,sac-default,None,16320,551412,25512.5001,-19239.3879,921.1737
anm,sac-default,None,16330,551503,25517.9045,-19340.7805,800.5418
anm,sac-default,None,16340,551639,25524.8780,-19182.3732,837.0143
anm,sac-default,None,16350,551755,25531.0816,-19245.5286,822.5222
anm,sac-default,None,16360,551865,25537.2164,-19241.5635,652.0593
anm,sac-default,None,16370,551986,25543.6685,-19465.2320,604.6213
anm,sac-default,None,16380,552041,25547.9426,-19253.6030,675.6852
anm,sac-default,None,16390,552156,25554.1737,-19232.6158,749.5564
anm,sac-default,None,16400,552288,25560.9042,-19417.1279,512.0894
anm,sac-default,None,16410,552398,25566.9359,-19235.9942,768.9787
anm,sac-default,None,16420,552536,25573.8321,-19435.6820,577.4711
anm,sac-default,None,16430,552644,25579.6704,-19728.1790,333.8962
anm,sac-default,None,16440,552719,25584.6447,-19417.3689,609.4461
anm,sac-default,None,16450,552783,25589.1813,-19605.7116,444.0681
anm,sac-default,None,16460,552924,25596.2139,-19045.7239,899.8721
anm,sac-default,None,16470,553152,25605.9634,-19096.0917,897.9740
anm,sac-default,None,16480,553193,25609.8765,-19291.1592,906.3491
anm,sac-default,None,16490,553343,25617.1953,-19486.1225,695.8233
anm,sac-default,None,16500,553511,25625.0180,-19340.8210,773.0606
anm,sac-default,None,16510,553727,25634.1407,-19230.6958,930.6807
anm,sac-default,None,16520,553822,25639.6978,-19252.4526,714.9676
anm,sac-default,None,16530,553877,25644.0511,-19309.5821,761.9667
anm,sac-default,None,16540,554045,25651.8970,-19196.2239,857.3626
anm,sac-default,None,16550,554167,25658.3219,-18973.8945,992.3508
anm,sac-default,None,16560,554328,25665.9777,-19185.7955,1020.2316
anm,sac-default,None,16570,554436,25672.0016,-19166.8498,844.8356
anm,sac-default,None,16580,554622,25680.3506,-18530.7028,1188.2432
anm,sac-default,None,16590,554828,25689.2456,-18926.4182,1227.7045
anm,sac-default,None,16600,555098,25700.1872,-18905.4821,1173.4059
anm,sac-default,None,16610,555305,25709.2427,-19435.1613,951.7427
anm,sac-default,None,16620,555509,25718.1428,-19149.1481,878.7930
anm,sac-default,None,16630,555655,25725.2542,-19006.0374,906.6725
anm,sac-default,None,16640,555803,25732.4544,-18917.1594,1071.8726
anm,sac-default,None,16650,555978,25740.4806,-18834.4998,988.9157
anm,sac-default,None,16660,556142,25748.2372,-19142.5203,1076.3227
anm,sac-default,None,16670,556259,25754.4467,-19528.3614,660.9995
anm,sac-default,None,16680,556415,25761.8392,-18909.2842,956.9453
anm,sac-default,None,16690,556711,25773.5496,-18857.3508,1114.3700
anm,sac-default,None,16700,556916,25782.4156,-19224.6506,953.3183
anm,sac-default,None,16710,557217,25794.3888,-18788.9511,1098.2538
anm,sac-default,None,16720,557355,25801.3149,-18905.7478,1220.1191
anm,sac-default,None,16730,557552,25809.9967,-18831.0945,1254.2458
anm,sac-default,None,16740,557791,25819.9011,-18668.7156,1241.6655
anm,sac-default,None,16750,557907,25826.0862,-18993.6475,1148.7134
anm,sac-default,None,16760,558090,25834.2743,-18586.1810,1174.1773
anm,sac-default,None,16770,558282,25842.7952,-18983.7376,973.7997
anm,sac-default,None,16780,558554,25854.0120,-19065.1353,979.0969
anm,sac-default,None,16790,558756,25863.0265,-19250.8284,883.6437
anm,sac-default,None,16800,558999,25873.1121,-18613.2551,1052.5447
anm,sac-default,None,16810,559200,25881.9153,-18853.9320,1134.3243
anm,sac-default,None,16820,559347,25889.0958,-18895.0647,1166.2297
anm,sac-default,None,16830,559528,25897.2842,-18874.2848,982.2688
anm,sac-default,None,16840,559589,25901.7764,-18320.9371,1108.0580
anm,sac-default,None,16850,559850,25912.5110,-19170.9861,1143.0988
anm,sac-default,None,16860,560008,25920.0719,-19061.1692,973.1374
anm,sac-default,None,16870,560288,25931.4180,-19182.4050,826.8399
anm,sac-default,None,16880,560471,25939.7129,-18934.9226,1102.2879
anm,sac-default,None,16890,560642,25947.6562,-18978.1683,1127.4396
anm,sac-default,None,16900,560764,25954.0836,-19158.4308,975.6384
anm,sac-default,None,16910,560844,25959.2072,-19001.8557,1130.5020
anm,sac-default,None,16920,561004,25966.8335,-19118.3610,996.2689
anm,sac-default,None,16930,561110,25972.7514,-19151.1088,971.3446
anm,sac-default,None,16940,561283,25980.7669,-19206.9641,944.3656
anm,sac-default,None,16950,561389,25986.6403,-19531.1606,794.9883
anm,sac-default,None,16960,561584,25995.2106,-19015.5818,865.4655
anm,sac-default,None,16970,561783,26003.9403,-19284.7831,987.5723
anm,sac-default,None,16980,561955,26011.8978,-19125.0883,938.7089
anm,sac-default,None,16990,562212,26022.4640,-18813.3091,980.6644
anm,sac-default,None,17000,562414,26031.3088,-18956.8200,1011.4449
anm,sac-default,None,17010,562584,26039.1562,-18878.8402,1152.7842
anm,sac-default,None,17020,562752,26047.0358,-19442.9010,814.3711
anm,sac-default,None,17030,563076,26059.5600,-19040.1228,968.1383
anm,sac-default,None,17040,563295,26068.8893,-18811.7541,926.6581
anm,sac-default,None,17050,563468,26076.7717,-19273.6790,897.1873
anm,sac-default,None,17060,563752,26088.1017,-19358.8849,992.2768
anm,sac-default,None,17070,563886,26094.9132,-19551.4119,562.7208
anm,sac-default,None,17080,564084,26103.7121,-19191.0788,940.2289
anm,sac-default,None,17090,564246,26111.2605,-19076.5851,1058.4306
anm,sac-default,None,17100,564338,26116.6820,-19458.5319,732.7788
anm,sac-default,None,17110,564508,26124.5475,-19039.9062,1082.7776
anm,sac-default,None,17120,564624,26130.7127,-19244.0364,991.0519
anm,sac-default,None,17130,564883,26141.2803,-19476.6272,810.6797
anm,sac-default,None,17140,565083,26150.0635,-19059.8213,806.3519
anm,sac-default,None,17150,565284,26158.9144,-19020.3752,1172.1007
anm,sac-default,None,17160,565476,26167.4133,-19096.0487,837.9635
anm,sac-default,None,17170,565669,26175.9311,-19281.7683,1004.2500
anm,sac-default,None,17180,565846,26183.9344,-19132.4439,1009.1672
anm,sac-default,None,17190,566007,26191.4739,-19161.0457,1039.0539
anm,sac-default,None,17200,566159,26198.6809,-18849.8676,1047.8885
anm,sac-default,None,17210,566319,26206.2639,-19122.6017,1030.4543
anm,sac-default,None,17220,566454,26213.1165,-19449.7245,847.6891
anm,sac-default,None,17230,566619,26220.8204,-19557.8783,674.7130
anm,sac-default,None,17240,566701,26225.9898,-19309.8733,773.1890
anm,sac-default,None,17250,566837,26232.7955,-19513.8252,730.4181
anm,sac-default,None,17260,566960,26239.2333,-19249.4547,884.0581
anm,sac-default,None,17270,567086,26245.7495,-19584.5686,636.8012
anm,sac-default,None,17280,567214,26252.2817,-19289.9568,953.8633
anm,sac-default,None,17290,567373,26259.8440,-19351.1116,826.3501
anm,sac-default,None,17300,567532,26267.4150,-19535.3890,707.1944
anm,sac-default,None,17310,567663,26274.1300,-19696.6596,419.4785
anm,sac-default,None,17320,567846,26282.4997,-19374.9529,692.1439
anm,sac-default,None,17330,567996,26289.7605,-19397.7952,659.6491
anm,sac-default,None,17340,568147,26297.1449,-19529.7361,676.1393
anm,sac-default,None,17350,568270,26303.5773,-19366.0500,665.2580
anm,sac-default,None,17360,568320,26307.7385,-19000.4607,915.1094
anm,sac-default,None,17370,568422,26313.5812,-19409.4173,687.2772
anm,sac-default,None,17380,568588,26321.3879,-19393.8642,792.2146
anm,sac-default,None,17390,568742,26328.8147,-19574.1978,549.7592
anm,sac-default,None,17400,568906,26336.4559,-19467.0621,789.5608
anm,sac-default,None,17410,569078,26344.4330,-19500.8389,634.0493
anm,sac-default,None,17420,569206,26351.1242,-19478.9326,668.7806
anm,sac-default,None,17430,569353,26358.2842,-19425.4260,723.6353
anm,sac-default,None,17440,569524,26366.2488,-19491.3683,643.2109
anm,sac-default,None,17450,569730,26375.3231,-18923.7643,880.8058
anm,sac-default,None,17460,569801,26380.2349,-19350.2113,787.4990
anm,sac-default,None,17470,569869,26385.0091,-19332.6268,711.9469
anm,sac-default,None,17480,570108,26395.0939,-19353.2926,710.0895
anm,sac-default,None,17490,570276,26402.9558,-19463.1691,755.6266
anm,sac-default,None,17500,570464,26411.3489,-19218.3043,944.6670
anm,sac-default,None,17510,570597,26418.1796,-19336.3453,685.0538
anm,sac-default,None,17520,570700,26424.0294,-19458.5018,720.6371
anm,sac-default,None,17530,570908,26433.0807,-19459.3297,652.1302
anm,sac-default,None,17540,571051,26440.1551,-18976.4387,921.7020
anm,sac-default,None,17550,571217,26447.9762,-19229.7461,820.0901
anm,sac-default,None,17560,571423,26456.9675,-19570.7097,556.8164
anm,sac-default,None,17570,571566,26464.1335,-19535.9034,662.8534
anm,sac-default,None,17580,571767,26473.1094,-19512.5375,672.2997
anm,sac-default,None,17590,572018,26483.5210,-19225.4545,895.2691
anm,sac-default,None,17600,572244,26493.1677,-19465.9774,752.6268
anm,sac-default,None,17610,572370,26499.6700,-19305.3511,854.7805
anm,sac-default,None,17620,572531,26507.2872,-19354.3751,668.3579
anm,sac-default,None,17630,572791,26518.0593,-19462.1334,684.7459
anm,sac-default,None,17640,572933,26525.0786,-19158.5764,836.0994
anm,sac-default,None,17650,573010,26530.0868,-19155.6529,938.1267
anm,sac-default,None,17660,573221,26539.2583,-19300.5900,766.8053
anm,sac-default,None,17670,573402,26547.4605,-19353.5314,598.2646
anm,sac-default,None,17680,573560,26554.9424,-19403.0465,582.7517
anm,sac-default,None,17690,573738,26563.0701,-19236.0609,779.9331
anm,sac-default,None,17700,573855,26569.3357,-19434.7376,548.3233
anm,sac-default,None,17710,574003,26576.5301,-18897.6147,961.8979
anm,sac-default,None,17720,574162,26584.1915,-19610.2406,635.0562
anm,sac-default,None,17730,574317,26591.6134,-19142.0588,942.2589
anm,sac-default,None,17740,574467,26598.9464,-19503.3130,637.0117
anm,sac-default,None,17750,574666,26607.7218,-19552.8903,610.6020
anm,sac-default,None,17760,574814,26614.9477,-19252.4202,818.7861
anm,sac-default,None,17770,574989,26623.0643,-19358.4342,721.7453
anm,sac-default,None,17780,575151,26630.6880,-19299.7523,889.8874
anm,sac-default,None,17790,575312,26638.3196,-19125.2222,891.7332
anm,sac-default,None,17800,575537,26647.9525,-19371.8568,803.8099
anm,sac-default,None,17810,575631,26653.4504,-19113.9949,964.1454
anm,sac-default,None,17820,575715,26658.7028,-19072.8978,1046.8926
anm,sac-default,None,17830,575876,26666.3109,-19427.1343,715.5123
anm,sac-default,None,17840,576043,26674.1048,-19193.4965,942.8269
anm,sac-default,None,17850,576139,26679.6810,-19014.9265,954.8724
anm,sac-default,None,17860,576218,26684.7124,-19349.1771,640.7780
anm,sac-default,None,17870,576457,26694.6250,-19290.1875,867.5348
anm,sac-default,None,17880,576550,26700.1564,-19322.4700,827.0812
anm,sac-default,None,17890,576807,26710.6975,-19416.5932,656.5698
anm,sac-default,None,17900,577009,26719.6845,-19177.3172,780.0379
anm,sac-default,None,17910,577127,26726.0236,-19384.0569,688.6614
anm,sac-default,None,17920,577202,26730.9468,-19372.0270,948.0785
anm,sac-default,None,17930,577283,26735.9800,-19199.7019,858.3991
anm,sac-default,None,17940,577429,26743.0901,-18991.6224,1128.0393
anm,sac-default,None,17950,577541,26749.1280,-18823.4824,968.5372
anm,sac-default,None,17960,577660,26755.3822,-19173.2293,1003.1493
anm,sac-default,None,17970,577898,26765.3453,-18987.8367,1127.2054
anm,sac-default,None,17980,578028,26771.9970,-19349.2800,881.0471
anm,sac-default,None,17990,578372,26785.1521,-19073.9328,978.5127
anm,sac-default,None,18000,578514,26792.0774,-19024.3612,914.4012
anm,sac-default,None,18010,578652,26798.8934,-18901.7748,1078.0094
anm,sac-default,None,18020,578826,26806.8838,-18906.7266,957.3825
anm,sac-default,None,18030,578993,26814.6629,-19040.7161,1068.3023
anm,sac-default,None,18040,579149,26822.0179,-19284.4554,1032.2975
anm,sac-default,None,18050,579339,26830.4914,-18767.5632,1194.9119
anm,sac-default,None,18060,579536,26839.1675,-19229.0243,847.1748
anm,sac-default,None,18070,579758,26848.6090,-19029.0799,969.2539
anm,sac-default,None,18080,579968,26857.6476,-18931.7683,1069.4370
anm,sac-default,None,18090,580133,26865.3274,-19416.9852,894.5003
anm,sac-default,None,18100,580227,26870.9411,-19387.9527,651.9529
anm,sac-default,None,18110,580493,26881.6472,-19097.3588,956.3401
